Gene Group,R1 MOCK 0h,R2 MOCK 0h,R1 LPS 0h,R2 LPS 0h,R1 MOCK 01h,R2 MOCK 01h,R1 LPS 01h,R2 LPS 01h,R1 MOCK 02h,R2 MOCK 02h,R1 LPS 02h,R2 LPS 02h,R1 MOCK 04h,R2 MOCK 04h,R1 LPS 04h,R2 LPS 04h,R1 MOCK 06h,R2 MOCK 06h,R1 LPS 06h,R2 LPS 06h,R1 MOCK 09h,R2 MOCK 09h,R1 LPS 09h,R2 LPS 09h,R1 MOCK 12h,R2 MOCK 12h,R1 LPS 12h,R2 LPS 12h
Larp4,29.40345089,49.28616757,29.40345089,49.28616757,32.54583533,37.27522302,40.70095073,65.9043344,26.61071658,48.39366636,25.38354426,38.09023348,43.67701284,35.53504119,14.61704512,25.21380047,31.01892179,54.47934196,15.35392957,19.58339148,27.90116,35.60369837,17.55603484,32.70942637,29.39456388,41.76784013,18.87573652,21.35962842
Oxr1,35.84655837,26.19310374,35.84655837,26.19310374,23.84468599,22.0997713,16.31620838,20.70059238,19.85199896,19.36218984,11.34363648,14.31526109,31.33290663,22.89553445,9.961858651,7.975223808,20.70532617,18.74290246,10.41330972,9.144545732,21.96678331,30.04869588,12.24629187,10.24654813,23.89331814,24.53685599,13.46773645,6.769836078
Denr,76.52024146,102.1215843,76.52024146,102.1215843,97.08129963,110.1808293,142.1183311,172.3290707,103.5267953,118.5086418,146.4785755,190.0382921,133.6347888,93.81418989,185.1591581,223.8351774,102.5534439,131.3751675,175.0151601,189.0275738,99.95004473,100.7627875,138.6985503,183.6213339,99.4831227,101.7906876,142.0082505,199.8979907
Tns1,107.0957785,126.5120888,107.0957785,126.5120888,88.71804986,131.1178365,95.61751497,121.2033979,92.08181929,117.9547405,51.47573407,84.47408552,109.4067703,149.3569109,17.81175767,25.52773736,92.19108049,155.73624,16.94541687,25.81303327,102.4504419,122.4640407,14.19904577,28.55490543,99.51971127,123.9512187,15.67174915,25.96366255
Hsph1,46.88592344,32.67696213,46.88592344,32.67696213,44.27234964,40.72694756,44.30487687,23.93097488,37.09921307,33.80738573,24.15025453,27.11777553,33.65288744,34.22037827,11.32204232,10.9758965,29.83826151,44.71096801,13.53505102,21.39269477,40.91036234,44.03748194,46.93210162,42.39412737,37.71446979,31.91109282,78.27713064,63.96494558
Sipa1;mKIAA4074,72.87473908,85.80610831,72.87473908,85.80610831,52.25433034,74.04075898,35.166467,44.65521445,59.48139351,66.48017411,15.24197098,21.1681781,60.33635977,53.57917401,17.68691436,24.85943597,48.65632033,64.15551242,25.204222,25.59945493,61.21737017,61.7828232,35.48616817,49.40263642,66.23601693,63.58522714,54.01647802,51.03533587
Rpl24,1527.711717,2183.094916,1527.711717,2183.094916,1702.598876,2175.032196,1722.103955,3106.861438,1542.496248,2819.33839,1826.843569,2472.684781,1813.85028,2119.206578,2184.577517,3369.187745,1661.750621,2705.121635,1990.578972,2912.002413,1613.028808,2596.797059,1891.404425,4046.368074,1920.777829,2804.19342,1767.591144,3061.21195
Tex264,88.0844484,76.84404772,88.0844484,76.84404772,89.47130542,90.97838401,70.15427612,44.06487961,85.97893445,66.72996518,55.14814702,47.24167595,86.74865581,82.69852658,45.17428355,27.53474442,92.37068284,56.88855416,43.47287747,26.65966511,91.65545354,90.86290264,60.0934852,36.65830962,86.12134839,89.27853755,67.79669057,51.31261015
Atad2b,24.21411873,101.233656,24.21411873,101.233656,27.74233956,54.40288942,50.46502087,174.6630595,26.32929597,80.35288944,65.46295985,108.8297928,47.71956544,40.80048317,80.73726952,169.1507613,28.79481926,113.8291087,62.30953171,126.1656121,30.98046409,50.88413803,34.77269329,151.6281506,32.93237729,68.1809337,30.6832813,124.0129122
Irf2bp2,86.84044293,165.4667312,86.84044293,165.4667312,99.46544207,148.1324392,58.68255195,162.6701964,96.89064088,194.7988376,7.867795604,24.62871749,96.06219903,148.8847717,8.789399721,13.0902482,86.49872871,175.0361528,21.09696497,25.73833491,96.82906798,141.396448,44.35557703,76.86823179,80.85876666,147.9545952,66.39013423,77.31142313
Sec23a,15.65859537,12.22997532,15.65859537,12.22997532,17.62063445,9.67811339,15.15703779,10.71531538,11.62612109,9.740408372,14.7981342,10.52757978,14.70686827,17.14673543,18.43208712,13.60924589,14.60139984,8.235915756,21.10036556,12.42122591,17.57385028,15.54988375,24.46819326,13.01949863,17.45314073,11.91631474,18.4934495,14.21484752
Cse1l,60.65711809,40.38533954,60.65711809,40.38533954,49.0282234,46.79111782,42.26161306,23.54596493,36.91082873,39.09315459,31.79495167,33.10687138,45.66253389,43.83487389,23.54162478,20.72354085,41.16756031,38.09387517,22.71098629,21.58766438,49.85778594,39.95618649,22.22016909,20.02046134,42.88905714,33.47463202,24.60422309,14.75689526
Tbck,7.603380515,4.044996072,7.603380515,4.044996072,3.178202233,5.93518087,6.731176,4.555397868,5.182257752,5.734466122,6.200319936,4.398476706,5.821476826,4.793673995,1.575424753,4.774109512,3.399422684,5.776937617,2.781128464,4.375662921,5.150840425,4.566697476,4.396185045,3.517906844,4.520684367,4.842535542,4.433460325,5.74820657
Dennd1b,33.16245228,25.8278241,33.16245228,25.8278241,25.92822246,32.87969522,59.59267525,59.41132011,32.00170979,27.29007844,30.22448818,39.23156003,56.92926773,31.43917445,53.06797163,51.38223099,37.96599197,34.66085665,64.67786811,67.8904549,33.18317574,27.98699774,54.95112047,55.43592808,36.58803844,28.07921223,43.39622624,42.26766024
Ptk2b,70.43746344,68.29988719,70.43746344,68.29988719,64.31541178,70.42089489,66.47802211,67.2031959,72.6780189,71.88312362,84.02957366,86.42147321,74.84897455,64.0241685,122.215052,107.4466679,67.4780256,76.01799518,153.5289513,158.192591,71.4189196,58.90096318,126.8251787,148.7830689,61.37313836,54.16085843,121.4348642,120.3892706
Wdfy4,32.74682493,23.93408014,32.74682493,23.93408014,25.77488267,24.8902441,29.7784217,33.23487228,33.72115811,25.10742836,25.7694765,19.50400075,29.47741554,24.32018791,15.07180406,9.938983987,26.10412687,27.50177364,8.284194849,7.350883291,30.35694388,23.49963761,8.432719738,9.364530442,23.77792821,22.53668747,8.053529497,7.427868368
Smc4;SMC4,183.4007532,427.8338161,183.4007532,427.8338161,231.3493503,322.9024455,196.6625115,360.3866977,182.9255582,391.400834,147.028265,328.174104,230.7314534,232.4189781,95.11445101,295.0618781,185.6263288,466.2160491,138.2456681,192.1086502,175.7905552,376.7749904,81.51709535,267.2335063,277.7347156,369.4883308,97.73548709,219.8819033
Ikbkg,24.2736686,11.78942833,24.2736686,11.78942833,17.8318999,17.63717631,21.03919415,16.79305009,18.13276303,16.72918117,17.50053766,16.73288335,27.64519098,18.91752872,20.43986776,19.22068628,20.97874745,15.65810394,31.50769965,23.41236883,20.92781842,16.25757153,38.92153013,25.36022197,21.01351286,15.46684898,37.2267812,24.60052764
Gm10094,100.7879082,71.0112846,100.7879082,71.0112846,102.9765852,93.86855251,98.05419855,72.00850139,94.30536627,84.06000292,76.33962776,83.12629251,97.98915442,93.94345642,74.82590743,73.12006268,95.82602473,78.70625722,68.40161628,59.08319593,100.5225743,93.9668347,61.49220364,63.90822229,101.3296092,78.16941354,57.28284395,64.23973818
Akap13,180.5425509,611.6679883,180.5425509,611.6679883,240.9481886,350.8595299,407.7312304,1385.010293,276.4237431,493.3064209,380.2467394,595.2718453,369.5157,303.8224228,231.3601083,536.3797535,240.2945433,753.034329,140.8772204,332.2495193,228.4461242,522.9575612,111.0535675,594.6232496,328.2922232,506.0603536,108.3980307,582.2694399
Nup153,36.92624573,19.1203462,36.92624573,19.1203462,27.0768816,29.65337867,31.88098081,34.0555637,23.89258662,25.63736735,27.81907243,24.58014283,30.82389409,29.37613841,23.43239919,21.34186579,23.47261074,17.94284467,26.8539331,28.99486586,27.73455814,17.96386707,23.93112554,14.8479008,18.88523555,21.49712596,23.83123627,15.02179396
Pi4ka;Pik4ca,121.9815963,104.010744,121.9815963,104.010744,113.0899528,122.9159782,130.3235837,88.74577587,128.5659175,125.6710562,134.8902678,115.0928004,115.0700311,132.1744901,121.0813062,97.1203015,146.6615569,125.9209261,137.431826,90.62939156,148.8217141,109.9006908,133.6586085,95.42799682,151.6661659,113.8518516,113.5500683,81.21177857
Smad2,45.40959345,46.20272573,45.40959345,46.20272573,37.37585167,46.38555495,44.83737966,115.4485032,36.31007515,48.17761522,48.31762963,64.90954497,47.79250024,40.27736078,36.52710155,64.81497891,41.74485699,54.58716866,33.44895299,54.40497517,36.12124055,41.55162895,40.47891375,43.17157789,40.92655656,36.14120046,31.09636642,37.07499097
Alcam,86.57946945,110.9412733,86.57946945,110.9412733,86.62589983,106.8720271,94.61726448,171.029673,72.79863181,151.2586684,124.0549712,202.4524658,108.7343342,112.2213501,154.5478647,229.6736415,89.69203067,138.3410475,170.5180424,246.8864594,74.82760604,113.8444841,164.4318963,256.7725674,82.23367919,119.8414901,140.1774915,190.8624455
Svil,136.1357115,294.0723892,136.1357115,294.0723892,175.4388065,198.3116658,216.8352259,599.0865044,166.926123,253.0186841,97.99903655,104.1085485,200.0585842,190.1622085,26.5988274,52.23870386,150.3358383,371.7812452,28.43950062,54.01061847,153.903899,252.5692074,18.10419672,65.74675182,170.1126515,230.9488709,19.11413363,41.08192292
Fcgr2b,1255.256935,484.2917764,1255.256935,484.2917764,845.0457286,760.040073,1068.441149,437.4274133,747.7816548,530.8005102,995.4966069,674.4542323,714.3770156,607.0719802,450.5972755,247.9086142,642.8710862,329.0551974,257.1237279,182.3477602,565.8812271,453.397693,291.496572,144.3208517,539.5724365,557.3401383,528.3414948,328.6095322
Smek1,34.39689139,37.53035086,34.39689139,37.53035086,27.0314181,37.61596762,35.14293807,42.04669724,28.13211685,34.75011645,25.06647721,29.92139681,39.30953191,35.02786691,22.71435665,41.87015963,27.31408449,44.50657337,26.96642251,36.04893736,27.91759728,45.24127053,27.10145564,35.61155503,27.49968436,41.53700661,27.11837826,27.34839469
Kif13b;mKIAA0639,5.088400248,6.851928716,5.088400248,6.851928716,3.736998223,5.115913277,7.31504692,10.45908798,5.260382146,9.657494492,9.998949766,9.541231525,4.846979847,8.546780979,9.122673257,22.40073511,4.258079498,6.630271351,3.939875745,8.848884538,5.770535348,8.276091365,6.248274993,12.61509461,3.217398254,11.71231435,6.03713722,6.842676622
Cul3,69.46633026,43.22586037,69.46633026,43.22586037,41.99606516,52.10617268,62.57425743,81.62370661,41.89647061,45.03683129,71.43804544,53.8008767,62.78150013,57.31229327,58.80793855,43.03614004,49.26350169,36.84297794,52.30224777,48.68376332,47.54558583,42.16318688,51.48605755,32.54875274,43.12494588,49.75977187,50.05229051,31.24998751
Trip11,12.64591364,46.36625899,12.64591364,46.36625899,14.42467447,34.05848014,20.53882302,81.1774863,12.6586477,42.04149176,11.41901122,32.34152006,21.84235947,28.6584793,12.63749497,34.46791473,14.93395603,52.66392529,11.43687771,25.26463653,12.62127801,37.49361266,8.303421683,29.98020573,17.25943761,36.07971606,7.963738947,31.14732302
Slc4a1ap,29.96104864,46.59156388,29.96104864,46.59156388,36.76710011,31.90220781,36.16579541,33.73925707,32.68986987,48.54447022,17.24880993,32.44883624,30.34428507,35.74360674,18.61354902,28.74411827,25.45308153,40.83485414,27.57638087,23.91608774,37.96353458,37.95376706,23.31958146,34.93418731,36.13068927,39.03494724,20.3467869,20.63914846
Nolc1,45.20630464,63.05371718,45.20630464,63.05371718,44.15796862,54.49033738,51.66925256,94.3065019,52.06019949,59.92584566,31.23331015,40.86298267,54.70478109,41.63909544,9.888021543,10.27587948,41.54138521,69.00519965,6.822489284,8.843338368,39.5188932,48.53066719,7.474723208,16.34342206,35.96919504,45.89253344,8.544295485,10.58746832
Ranbp9,62.0312663,32.68775889,62.0312663,32.68775889,41.79822108,46.91010873,34.65237507,32.13949134,40.57207589,30.59001368,26.30507857,22.41029699,38.49823023,48.58399449,18.40889618,12.89691152,37.50194853,28.96921769,33.31521427,32.29880525,41.91371788,32.79023652,33.52887296,17.04895424,40.62855091,33.23966826,41.72408024,20.9476807
Tpm3,1101.43161,2426.428559,1101.43161,2426.428559,1013.887371,1507.159541,1270.944147,3387.42182,1240.06561,1978.694466,1403.047377,2031.469179,1363.534207,1474.316827,1283.003251,2803.133678,1118.309178,2523.785138,1248.924827,1854.904354,1048.651257,1567.873599,1084.010213,2664.060396,985.3323517,1461.166313,891.3262909,1611.937157
Zzef1,43.71620241,65.71593698,43.71620241,65.71593698,42.98330508,54.6706938,47.80975925,63.83199738,41.6412319,63.76609373,32.84043556,40.04005613,57.66219777,51.07942975,29.80922728,41.50697472,44.56988212,69.0364566,42.62300637,50.98181062,52.9145957,61.18755131,33.03305876,68.27508039,46.22594883,59.55041083,28.45638039,52.47663649
Myo1e,103.0958149,144.1675827,103.0958149,144.1675827,104.5060146,119.3293738,178.6077192,153.9492644,138.9068279,189.1711969,172.0428855,182.2427571,172.0198251,122.7413607,79.75944262,72.8830451,142.1301313,171.1099864,48.51893535,48.3910075,117.13042,113.2688219,29.24978883,76.31768009,101.0249172,111.7842303,26.43618777,35.5195799
Rbm26,56.97448608,113.359825,56.97448608,113.359825,53.49382838,76.78553341,60.70576874,164.260538,54.11398585,115.7684547,44.50008892,78.01901744,80.28686765,64.69058348,50.82206921,81.50790215,56.18724835,112.8362994,53.59301662,79.52677873,56.93289157,75.05470221,39.66320236,94.62168001,61.36960711,91.1172682,39.26677222,96.99882789
Bod1l,32.60363826,105.0439272,32.60363826,105.0439272,45.95431137,59.35529917,49.5183054,117.4768435,46.43170398,83.63412249,33.46059522,53.88016485,60.08938463,51.82091762,31.23253715,82.35658468,40.5666873,108.0460205,29.24742652,55.53412044,39.89438819,76.70227477,17.65451372,75.09794917,61.70345055,84.60171296,17.65546428,63.99561107
Utrn,4.555231203,18.96029735,4.555231203,18.96029735,7.686303621,8.526089049,10.52256707,42.26049621,7.602991701,13.09608802,8.009884817,16.61762176,9.476425361,11.64528975,5.30718492,9.79790438,7.225157021,33.99485596,6.225964922,15.32065163,7.489262178,19.78214013,3.860044238,12.21643355,9.929235197,16.44774878,5.558949398,17.8698916
Pfdn4,70.34464551,55.88956639,70.34464551,55.88956639,78.45118673,95.61060854,78.97797994,67.21985681,64.26245639,72.57950482,71.85987832,84.9949451,76.90776934,88.19350457,51.00568762,68.39523358,77.93873646,58.74274456,51.58038155,53.90457242,72.86466446,78.35876181,47.92146328,41.92944931,66.87858654,73.61512758,30.88301202,39.19255231
Usf1,79.05990434,96.48075265,79.05990434,96.48075265,77.66392334,93.27748527,40.18373104,62.9847027,92.31021684,107.0650121,37.19396249,37.87125641,92.78978413,109.976861,58.40724161,74.41482522,77.75620524,132.3443914,79.48169371,83.65472336,93.39510051,124.903951,68.51639367,107.4028912,114.0065376,111.4743793,81.29822763,110.5802626
Zc3h13,35.90686523,72.74432283,35.90686523,72.74432283,41.03524921,48.35147847,61.32631935,130.9500398,53.09904103,70.51969349,54.36392099,62.09054736,74.46941976,41.42955913,47.4042156,77.50892076,44.51259587,90.55341876,28.10168567,41.81855885,45.65093683,60.59699554,22.51254613,74.76912403,62.0478797,56.91152696,33.67145652,78.49745851
Trabd,64.40478395,58.77274391,64.40478395,58.77274391,55.79091501,50.85760659,45.44696163,53.02218317,69.20033289,60.69060155,42.3236837,37.26049913,73.57122855,64.28196507,41.7794897,42.42431562,72.49069624,71.24659251,51.66186936,37.45210039,72.58547882,63.5401974,59.6926308,46.30501677,63.33449067,42.04316361,63.11091079,38.85634463
Med15;Pcqap,76.79614623,63.70106769,76.79614623,63.70106769,57.98369227,62.31175551,65.3264731,64.48777913,54.12143503,71.87530834,58.9279776,68.78600468,71.50946569,70.61268417,64.78346533,58.44589288,63.58210645,70.35686956,71.19895763,67.08705359,65.00933362,73.17209619,69.50709253,69.4946748,57.43703753,54.12155751,66.76826515,67.37332091
Pacs2;mKIAA0602,65.81075304,41.31257849,65.81075304,41.31257849,45.48792765,45.06374627,44.69158235,37.87534443,49.05586533,39.12800266,35.51113627,23.37662142,52.65435467,45.85542015,26.38272593,24.7343211,47.63750558,45.56026341,31.82253644,31.0158752,54.80925017,41.81896074,44.16291973,31.35823352,48.03923022,42.80541886,43.55234691,32.61384089
Arpp19,61.11289037,97.22792791,61.11289037,97.22792791,66.14915578,77.90827882,61.8216237,81.51532222,67.76525085,92.72402576,45.20739309,76.40147413,77.46152711,65.02796775,53.97875591,56.98381257,67.41569116,116.7519347,45.14131276,56.07392801,59.21416307,94.08031231,34.35796623,71.80869413,79.30697203,81.90835581,33.03472032,81.38063273
Mllt4,34.17296498,94.5318392,34.17296498,94.5318392,45.29199296,53.61561204,59.22359642,154.987876,57.56271436,76.46629402,34.60028555,61.46330018,72.19961703,59.71091553,26.18007148,47.4428049,56.89884336,125.80857,28.62528227,40.71241702,49.10793945,76.81042983,17.23300697,53.75963706,54.75577605,78.56038729,18.85959202,42.8244266
Zc3h4,28.78899527,53.95650056,28.78899527,53.95650056,23.51790526,51.08948178,28.16625244,96.17075479,34.16249621,41.26705208,25.14710348,28.02203159,35.23684495,27.59735961,17.78841758,55.14252279,26.16157253,77.56835043,21.80494678,49.85800463,20.56111327,46.31703725,17.96191082,38.31546953,25.16976075,27.60595782,13.49172502,31.8952894
mFLJ00294;Rab11fip1,27.43096001,33.04192006,27.43096001,33.04192006,25.31385439,28.25215279,173.5218797,199.4860714,28.35139791,30.67637912,205.0647206,228.8235288,32.83628178,31.86533787,95.37200292,87.27178494,26.3187614,33.87558468,52.76289459,53.81780443,29.35413367,22.83360732,50.47896244,50.02811607,28.60920675,28.58936274,51.73405411,46.75189593
Rap1gds1,87.0984258,56.86066693,87.0984258,56.86066693,66.18314383,57.94290326,72.52537027,68.61222941,66.70385284,61.70571252,54.68668833,47.8064283,69.18719124,60.11031508,52.06795511,48.96116619,63.28904388,44.71195282,58.61065232,50.29978515,72.13551595,55.07474416,61.09973214,39.05377525,64.10392421,44.57066971,62.04313867,41.1392881
Tmem11,54.28736445,46.52383654,54.28736445,46.52383654,60.82676353,48.64715666,51.18081022,48.64118531,60.16034968,62.13444619,46.48711515,46.10883364,64.31670925,52.42795929,46.94930906,34.47344251,60.90348425,52.00514666,43.35576996,49.65182973,62.00902552,64.36775751,44.68371571,25.28694562,65.97985743,51.89134945,53.776823,57.57351
Cd84,350.4767844,286.8784372,350.4767844,286.8784372,275.0392835,319.165261,336.1030138,257.0381662,275.3874697,324.0056081,169.6063275,201.006418,339.8133588,286.1848382,137.4984454,108.3049139,310.6915571,255.7114245,135.7108099,144.5970418,272.7740998,283.7882007,157.8874608,140.4857882,287.4369781,279.3526625,160.2621508,152.7956481
Nbeal2,35.66728241,22.73094559,35.66728241,22.73094559,22.71799584,24.30371765,18.28749219,16.77222475,28.69525231,29.55316125,9.625591578,8.002746794,25.01668853,25.72411049,1.92339081,1.161579947,20.32158166,15.4608886,2.358395182,3.16472413,24.74611259,18.35281148,5.462926167,2.640754331,21.02314345,24.26268903,8.462225132,5.966276914
Ccdc93,16.2112853,21.18678681,16.2112853,21.18678681,9.849015754,16.37954346,15.57420319,17.76152636,12.6335504,10.26571397,14.87775726,18.93794776,20.85218631,14.39364196,8.888427512,4.42582313,12.60853124,17.04317769,5.733461686,3.407125654,18.17284547,14.10175116,6.945387513,9.178084222,17.56501721,17.73310686,11.28092852,9.093796287
