Gene Group,D0.R1.ESTIMATE,D0.R1.CI.LOW,D0.R1.CI.HI,D0.R2.ESTIMATE,D0.R2.CI.LOW,D0.R2.CI.HI,D(MOCK).R1.ESTIMATE,D(MOCK).R1.CI.LOW,D(MOCK).R1.CI.HI,D(MOCK).R2.ESTIMATE,D(MOCK).R2.CI.LOW,D(MOCK).R2.CI.HI,D(LPS).R1.ESTIMATE,D(LPS).R1.CI.LOW,D(LPS).R1.CI.HI,D(LPS).R2.ESTIMATE,D(LPS).R2.CI.LOW,D(LPS).R2.CI.HI,T0.R1.ESTIMATE,T0.R1.CI.LOW,T0.R1.CI.HI,T0.R2.ESTIMATE,T0.R2.CI.LOW,T0.R2.CI.HI,T(MOCK).R1.ESTIMATE,T(MOCK).R1.CI.LOW,T(MOCK).R1.CI.HI,T(MOCK).R2.ESTIMATE,T(MOCK).R2.CI.LOW,T(MOCK).R2.CI.HI,T(LPS).R1.ESTIMATE,T(LPS).R1.CI.LOW,T(LPS).R1.CI.HI,T(LPS).R2.ESTIMATE,T(LPS).R2.CI.LOW,T(LPS).R2.CI.HI,M0.R1.ESTIMATE,M0.R1.CI.LOW,M0.R1.CI.HI,M0.R2.ESTIMATE,M0.R2.CI.LOW,M0.R2.CI.HI,grass.R1.ESTIMATE,grass.R1.CI.LOW,grass.R1.CI.HI,grass.R2.ESTIMATE,grass.R2.CI.LOW,grass.R2.CI.HI
Tbc1d2b;mKIAA1055,0.014197653,0.006601519,0.03053439,0.023952829,0.011950598,0.048009148,1.340595094,0.806905451,2.227268639,1.65079957,0.789246547,3.452836419,1.292578234,0.781025733,2.139184948,1.292116625,0.630173967,2.649372173,0.002804249,0.001429541,0.005500938,0.002398217,0.000554226,0.010377425,1.233550177,0.807546241,1.884283478,1.234560183,0.735176619,2.073160118,1.165103627,0.765603811,1.773066491,1.256229256,0.745266136,2.117514627,4.365580516,3.975140797,4.79436936,2.618624253,2.128230661,3.222015878,0.84269649,0.588231895,1.207240513,0.834888478,0.455704643,1.529584525
Ndufaf2;mimitin,0.013258255,0.003908074,0.044979012,0.014023677,0.006560324,0.029977713,1.287232946,0.771884527,2.146653547,1.074314466,0.530101473,2.177227628,1.361118946,0.807439447,2.294469004,2.385245528,1.082456759,5.256003237,0.006363817,0.000959827,0.042193183,0.000670375,0.000169235,0.002655497,1.211462225,0.787120483,1.864569344,1.201081854,0.717519505,2.010534362,1.215673173,0.788609507,1.874008935,1.278347207,0.753795785,2.16792348,12.37118294,9.694494516,15.78691567,6.766735113,6.064466962,7.550326249,4.254137439,2.297204563,7.878133992,4.060986683,3.554376335,4.639804928
Trim25,0.061183057,0.049480413,0.075653501,0.049239519,0.035925326,0.067488052,0.60542287,0.40822162,0.897886917,0.867986784,0.477246631,1.578640914,3.27695401,2.378533263,4.514726681,4.060038038,2.583447386,6.38058625,0.013051789,0.008869826,0.019205473,0.009457757,0.006320413,0.014152423,1.396802531,0.89153522,2.188424268,1.358545686,0.805642229,2.290900744,1.223811201,0.810064674,1.848881829,1.477772,0.909788787,2.400348429,34.83939043,32.31817458,37.5572922,27.32799257,25.43255999,29.36468755,7.631653718,5.519770187,10.55155133,5.919823376,4.514182409,7.763157451
Npepl1,0.002124288,0.000767567,0.005879096,0.00803363,0.003782056,0.017064586,1.222316517,0.73753519,2.025744245,1.316805835,0.633797356,2.735854908,1.293889303,0.773347275,2.164809499,1.821585884,0.837207654,3.96338366,0.001870926,0.000840022,0.004166992,0.001490107,0.000382277,0.005808396,1.190300982,0.778238124,1.82054359,1.226030957,0.731145287,2.055886751,1.180259286,0.771436078,1.805738703,1.250847765,0.742624939,2.106877978,19.9794921,18.98790408,21.02286291,20.6156407,19.57443326,21.71223227,5.620104235,5.154845663,6.12735544,3.988137203,3.404261482,4.672155307
Smap2,0.023593247,0.013372975,0.041624342,0.020940681,0.010590272,0.041407068,1.344936345,0.818775702,2.209217701,1.76317693,0.839988025,3.700996675,1.204220103,0.739307731,1.961491807,1.30023114,0.633945956,2.666790444,0.007943613,0.004958907,0.012724778,0.004432146,0.002045964,0.009601305,1.290420073,0.851629882,1.955290671,1.293166414,0.775158411,2.157338877,1.191029403,0.79586198,1.78240835,1.159807549,0.703696388,1.911553866,61.850615,57.33720812,66.71930324,44.7184007,40.64121675,49.20461348,7.975072481,6.184970456,10.28327969,6.33626575,4.314342226,9.305767032
Vapb,0.018520489,0.009147632,0.037496972,0.007766506,0.003052608,0.019759697,1.325015383,0.800824543,2.192322625,1.269888237,0.605307398,2.664127581,1.336884287,0.806968979,2.214781043,1.67180945,0.757047431,3.691904527,0.145700023,0.061305153,0.346275896,0.00244706,0.000325082,0.018420264,1.196108558,0.781421198,1.830863669,1.253645776,0.743382767,2.1141568,1.325495547,0.856624667,2.051001461,1.249852611,0.741638331,2.106325259,122.912808,98.2597304,153.7512702,86.83391066,77.15232929,97.73040048,42.9218025,23.12165059,79.67775151,60.61677339,52.17187994,70.42861441
Abi3,0.00416452,0.001654224,0.010484207,0.00689625,0.003402221,0.013978595,1.292033903,0.775955784,2.15134888,1.36370615,0.657314589,2.829230473,1.243841194,0.750843262,2.060537792,1.788713412,0.832291444,3.844201083,0.040318538,0.011084587,0.146652694,0.002405168,0.000328113,0.017630588,1.218969843,0.792700729,1.874462107,1.254619077,0.743860861,2.116079917,1.292060713,0.835149531,1.99894848,1.245759405,0.739738658,2.097925369,57.56832316,52.91135088,62.63517709,58.62181882,55.73338242,61.65995123,25.94877509,21.61083973,31.15746251,21.95368115,19.8664484,24.26020527
Acad9;AK172713,0.003715927,0.001167111,0.011831016,0.007136674,0.002105535,0.024189633,1.237787764,0.745077039,2.056322324,1.45458996,0.665671906,3.178490683,1.30554868,0.778751064,2.188706294,1.459105708,0.667403958,3.189956312,0.000532406,0.000191884,0.001477233,0.000295127,0.000121347,0.000717772,1.169954726,0.764066788,1.791458657,1.350969064,0.79193474,2.304631074,1.199481078,0.780284654,1.843884598,1.078993338,0.650416268,1.789971562,12.16819135,7.700791313,19.22722935,16.70079123,14.74537824,18.9155153,8.507242522,4.400133125,16.44795129,4.394209485,3.698733019,5.220457086
Cd177,0.073819037,0.043189637,0.126170316,0.012835336,0.002863595,0.057531137,1.272342434,0.776153672,2.085740657,1.488038779,0.677121521,3.270106386,1.558759699,0.918686504,2.644788824,1.50095834,0.676980102,3.327831839,0.001270837,0.000334364,0.004830141,0.003540592,0.000567452,0.022091362,1.195478528,0.778017003,1.836937891,1.277540031,0.756101064,2.158585152,1.2078361,0.784371838,1.859918951,1.254721622,0.743863709,2.11641774,5.439326866,4.676415305,6.326700009,4.476506754,3.722706617,5.382941708,1.194030102,0.926364079,1.539036237,0.708337704,0.500508863,1.002464371
4931406C07Rik,0.003816373,0.001404277,0.010371671,0.002004578,0.000813037,0.004942371,1.219142596,0.736381072,2.018396081,1.222907209,0.584993446,2.556442388,1.286821699,0.771952799,2.145092403,1.292500221,0.612944923,2.72545992,0.004583333,0.000979896,0.021437924,0.019846585,0.013692687,0.028766226,1.238145292,0.801520718,1.912619015,1.020742482,0.646560868,1.61147274,1.202922001,0.782362955,1.849552477,1.964832799,1.223109807,3.156354323,152.0505439,146.9554278,157.3223137,160.8777016,157.7148101,164.1040233,14.2644018,12.69827842,16.0236807,10.86670557,9.531465783,12.38899583
Mosc2,0.022904105,0.011269274,0.046551179,0.005688866,0.001887876,0.017142651,1.375957187,0.827102849,2.28902389,1.414639371,0.654828701,3.056073362,1.308955838,0.790989239,2.166104545,1.389258117,0.646089272,2.987262288,0.001721952,0.000658675,0.004501644,0.002920462,0.002045435,0.004169822,1.195450334,0.780632516,1.830696867,1.175988881,0.744505085,1.857542516,1.224510958,0.796670107,1.882117922,1.780764731,1.126804338,2.814262354,33.87431885,30.79340485,37.26348168,43.73158395,40.8702293,46.79326414,2.556406109,1.688222781,3.871060307,2.660712554,2.088210857,3.390170715
Hsd17b10,0.005617829,0.002164398,0.014581424,0.003557866,0.001462941,0.00865271,1.164673751,0.706011025,1.921308445,0.999586593,0.488923883,2.043617408,1.47127427,0.85515348,2.53129763,2.536632692,0.926426788,6.945508805,0.00873522,0.002782969,0.027418223,0.00660797,0.000993719,0.043941246,1.206035204,0.785441116,1.851852268,1.283124184,0.760067071,2.166134722,1.222365594,0.79323726,1.883645313,1.240266331,0.737303721,2.086332304,159.5094961,152.6399399,166.6882165,226.4204289,219.3554475,233.7129586,27.90576901,24.78591636,31.41832372,34.37966579,31.3597449,37.69040289
Gadd45gip1,0.005457289,0.001734975,0.017165674,0.004468927,0.001512125,0.01320744,1.251141888,0.752517972,2.080157663,1.220853846,0.578991201,2.574277656,1.336418079,0.793813857,2.249914469,1.609561563,0.706268776,3.668133879,0.003003933,0.000552395,0.016335428,0.003691407,0.000404885,0.033655217,1.207818596,0.784635494,1.859240082,1.251683504,0.742906826,2.108893793,1.204199814,0.782484209,1.85319675,1.257268308,0.744995798,2.121788609,20.19557244,17.18684574,23.73100641,32.07515277,28.13475774,36.56741724,5.99483274,3.637145671,9.880830419,7.338249189,4.287914358,12.55853001
Mrps25,0.003597462,0.001206306,0.0107284,0.009645203,0.00344756,0.026984283,1.209075627,0.729773451,2.003174915,1.193306028,0.569086596,2.502218969,1.328561783,0.789627106,2.235329055,1.7978609,0.789149533,4.095933254,0.002432581,0.000653008,0.009061832,0.000924457,0.000209789,0.004073712,1.199278524,0.780746514,1.842171501,1.230072876,0.732438975,2.065809347,1.20436427,0.783060593,1.852338513,1.25919971,0.745899948,2.1257327,16.87144156,15.98745778,17.80430286,21.0701471,19.56821577,22.68735709,2.372581441,1.98138714,2.841011018,3.008834714,2.662809391,3.399825149
Napa,0.00734223,0.003830117,0.014074855,0.0133201,0.00667346,0.026586669,1.234466249,0.752802432,2.024311898,1.244573884,0.607784413,2.548542079,1.415994222,0.850198534,2.35831933,1.951741901,0.916316527,4.157184048,0.009465173,0.004671681,0.019177145,0.008275338,0.004097665,0.016712252,1.211370318,0.794277286,1.847488369,1.345310964,0.806618294,2.243764618,1.253465838,0.816666414,1.923890321,1.289458853,0.770501244,2.157951263,123.8121294,118.4412478,129.4265611,135.4428023,127.5003536,143.8800144,24.1380989,20.29806284,28.70460218,21.16458575,18.72709388,23.9193381
Wdr61,0.005054682,0.00184371,0.013857824,0.012104294,0.006380824,0.022961601,1.199274275,0.725157143,1.983375328,1.686559692,0.809419125,3.514228297,1.372570306,0.812571357,2.318503142,1.511142938,0.729478562,3.130390798,0.00229125,0.000672945,0.007801267,0.001852026,0.000344261,0.009963368,1.219278684,0.792672017,1.875479994,1.261834663,0.7477018,2.129494297,1.188861175,0.774679153,1.824485516,1.239734186,0.737093453,2.08513703,32.74072045,31.18113926,34.37830693,33.40233068,31.46879905,35.45466393,5.060065371,4.213175901,6.07718789,4.721924479,3.671171482,6.073421221
Add3,0.026643774,0.016367061,0.043373132,0.030642362,0.019307436,0.048631748,1.423087434,0.868701925,2.331268972,2.242874674,1.181960622,4.256052792,1.220503074,0.753126014,1.977926302,0.990277269,0.512979704,1.911672258,0.002223431,0.000683012,0.007238008,0.001509334,0.000310529,0.007336144,1.20998918,0.787419507,1.859331402,1.229437627,0.73214488,2.064505153,1.215784008,0.788557856,1.874473435,1.261200024,0.746690402,2.130234294,16.63098496,15.38143718,17.98204274,14.35079502,13.0701484,15.75692268,4.455608699,3.767115982,5.269933013,2.683728145,1.79381672,4.015124106
Dctn3,0.003425776,0.001167385,0.010053191,0.010524165,0.006591477,0.016803223,1.238733536,0.746077367,2.056704628,1.204836282,0.615465691,2.358588768,1.305115962,0.779132641,2.186184464,2.930732795,1.569329878,5.473160764,0.001466978,0.000368171,0.00584517,0.002724385,0.000418338,0.017742295,1.208097426,0.784900232,1.859471221,1.243116341,0.738853113,2.091536477,1.190122304,0.774913178,1.827806183,1.265551991,0.749074596,2.138133972,62.60465748,58.45254316,67.05171284,90.66705568,85.60952573,96.02336791,21.03464005,18.10099609,24.4437422,11.98524224,8.201099265,17.51546067
Lasp1,0.006165689,0.002669358,0.014241518,0.010890054,0.006173797,0.01920913,1.238681503,0.749276052,2.047752444,1.728180776,0.854111951,3.496741606,1.282873576,0.770746945,2.135285286,0.834648956,0.429909736,1.620430572,0.022413429,0.015463004,0.032487981,0.025039598,0.017549747,0.035725953,1.301035431,0.870310647,1.944929892,1.112754083,0.703579368,1.759889084,1.522705808,0.963080786,2.4075166,2.321297335,1.457811941,3.696238976,1485.742638,1440.54461,1532.358783,1273.392752,1235.097457,1312.875427,125.6683941,115.5925092,136.6225665,92.66647043,82.23466626,104.4215917
BC005561;Thoc2,0.024809083,0.017120372,0.035950773,0.012393243,0.004897617,0.031360651,1.246642642,0.78545642,1.978617576,1.387342315,0.654203423,2.942079833,1.690282416,1.052887898,2.713541156,1.620484892,0.74341138,3.532325917,0.000380108,0.000155659,0.000928199,0.000190586,8.59E-05,0.000422921,1.165823936,0.762962443,1.781405443,1.314127312,0.777259786,2.221819039,1.175258818,0.767688537,1.799210516,1.137271893,0.686626301,1.883684556,2.685642031,2.42286189,2.97692293,3.215785008,2.900494527,3.565348296,0.519459522,0.31962034,0.844246007,0.458897682,0.281493471,0.748106453
Sypl,0.006791861,0.001766989,0.02610621,0.008975228,0.00239783,0.033594833,1.281444383,0.767032897,2.140846518,1.474477458,0.672561619,3.232542137,1.298644104,0.775323482,2.175190804,1.401378332,0.647484229,3.033064189,0.002003303,0.000801653,0.005006185,0.001408506,0.00032137,0.006173232,1.159487919,0.758836897,1.771674835,1.2071863,0.720160723,2.023574346,1.271801721,0.820729856,1.970781988,1.246001875,0.740117306,2.097668382,8.078136906,6.505969997,10.03021777,9.524536663,8.289687635,10.94333136,0.981911174,0.655748844,1.470303093,1.940764437,1.566894706,2.403841552
Ranbp9,0.016432303,0.008538436,0.031624127,0.024761754,0.01322801,0.046351977,1.524413855,0.906431282,2.563721758,1.90124312,0.913384879,3.957505192,1.238588553,0.754923669,2.032128104,1.314551674,0.644828535,2.679853648,0.007305151,0.003052504,0.017482441,0.005185226,0.002540862,0.010581674,1.256792729,0.817605056,1.931896033,1.343954468,0.8057036,2.241784213,1.168944368,0.766302302,1.783148677,1.196199051,0.723371208,1.978088364,10.49522004,9.174115341,12.00656843,9.660181573,8.714809546,10.70810642,2.715555288,1.700762223,4.335844494,2.329787084,1.814083011,2.992094531
Sash1;SASH1,0.053089806,0.033990812,0.082920276,0.043276597,0.028789509,0.065053694,1.217905175,0.760367769,1.950757352,1.476828541,0.796824059,2.737144434,1.486670097,0.922937992,2.394730737,1.679707469,0.930436109,3.032359938,0.010198448,0.007763128,0.013397738,0.006937946,0.005347594,0.009001262,1.080293164,0.736991918,1.58350898,1.163412361,0.746343756,1.813545451,1.523117518,1.03656301,2.238056877,1.992513779,1.332192301,2.98013369,1.266465643,1.020673668,1.571447638,1.556359049,1.315253798,1.841662417,0.580676259,0.380506089,0.886148546,0.63761167,0.427734838,0.950468855
mKIAA0097;Ckap5,0.019679289,0.011026551,0.035121989,0.024651571,0.01363269,0.044576671,1.396278401,0.845348621,2.306259599,1.864774947,0.905455533,3.840481918,1.331356177,0.80863736,2.191970541,1.2455306,0.617944123,2.510496365,0.000758888,0.00026253,0.002193699,0.000741603,0.000254568,0.002160424,1.163367238,0.760103143,1.780578522,1.167017581,0.699791059,1.946195248,1.225692893,0.794545679,1.890795087,1.28276902,0.758906782,2.168245687,5.490839554,5.078952574,5.936129264,5.378669964,4.894673346,5.910525287,2.04405157,1.810111059,2.308226779,1.406565516,1.12222395,1.76295164
Atp2a2,0.02517978,0.01283718,0.049389456,0.015185546,0.005099478,0.045220473,1.122363595,0.687086436,1.83339384,1.183245155,0.562464669,2.489168075,1.325921441,0.801133355,2.194475684,1.683557125,0.76437679,3.708072548,0.002683215,0.001053141,0.006836353,0.006333115,0.004064531,0.009867892,1.193152287,0.77955486,1.826186267,1.146541962,0.713786455,1.841669119,1.291409428,0.831579737,2.00550619,1.440133971,0.87642495,2.366415805,34.0251302,31.22495018,37.07642377,31.20595397,28.07102633,34.69098535,10.9525319,10.06465723,11.91873228,7.618644492,6.931365984,8.374069993
Sod1,0.004910814,0.001904504,0.012662662,0.004119136,0.002048047,0.008284617,1.211672072,0.732994427,2.002947304,0.933002685,0.468436783,1.858295594,1.366979337,0.811616899,2.302357812,2.301176841,1.037478146,5.104121834,0.003540826,0.00083371,0.015038138,0.00334669,0.000922424,0.012142287,1.207965693,0.785547262,1.857534467,1.320266414,0.779795216,2.235334825,1.207871894,0.785049456,1.858423696,1.240951172,0.739326339,2.082922967,527.9885491,505.9512212,550.98574,477.7854142,464.8392166,491.0921753,61.83914502,50.08400886,76.35331006,54.88240702,46.97378431,64.12254505
Hspa5,0.014086352,0.008842951,0.022438812,0.012400008,0.006670952,0.023049213,1.10088023,0.687327791,1.763259535,0.975913993,0.492578462,1.933515562,1.572336689,0.960648962,2.573513076,1.923214643,0.938063837,3.942966795,0.034319819,0.02771341,0.042501084,0.017149628,0.013623621,0.021588221,1.266536091,0.896494034,1.789318844,1.775177752,1.227042046,2.568172837,1.860285673,1.360251979,2.544133617,2.898703525,2.093762562,4.013101714,2358.784758,2272.661616,2448.17156,2284.169563,2187.939599,2384.631914,209.561343,191.8739122,228.8792467,216.0717983,205.7343376,226.9286818
Rab18,0.03181448,0.018208172,0.05558829,0.012781988,0.00644271,0.025358773,1.737513974,1.034687363,2.917745901,2.054345802,0.962283454,4.385752094,1.028989714,0.639405445,1.655944344,1.156553301,0.570232932,2.345735336,0.030155234,0.018429468,0.049341532,0.014005765,0.008584062,0.022851819,0.978431165,0.657443198,1.456137272,1.108780209,0.688032144,1.786825752,1.783293056,1.148114903,2.769874439,1.431455321,0.870081786,2.355024974,48.47847074,40.87282781,57.49937675,77.97926759,72.98004297,83.32094537,16.69931294,10.90806747,25.56521159,12.20015793,9.635203624,15.44791987
Pa2g4,0.010003162,0.005050123,0.019814024,0.007500065,0.003628399,0.015502974,1.381459734,0.831091373,2.296295038,1.377195265,0.663251631,2.859648903,1.226035746,0.746976373,2.012330917,1.468145715,0.701955046,3.070640852,0.026224346,0.016846058,0.040823574,0.001530505,0.000315759,0.007418467,1.186621798,0.783935586,1.796156874,1.247427783,0.741272462,2.099195846,1.290340809,0.836988951,1.989248964,1.241908084,0.738118394,2.08955054,380.128722,363.8538797,397.1315226,461.9035105,446.0470846,478.3236128,57.58029864,52.27285795,63.4266218,58.57044862,55.29545394,62.03941206
Rap2b,0.010838497,0.004274353,0.027483231,0.005735394,0.002102931,0.015642328,1.390321602,0.826414185,2.33901377,1.621719102,0.728084867,3.612178968,1.23786937,0.748197525,2.048016099,1.259194893,0.598112651,2.650958436,0.012146467,0.009564191,0.015425942,0.012230355,0.009295047,0.016092612,0.804250337,0.564571606,1.145680367,0.838597517,0.550357986,1.27779702,3.033614699,2.211598535,4.161161257,3.083007699,2.122256993,4.478692497,38.31751822,35.74124933,41.07948743,52.53207111,49.66932889,55.55981038,3.259550973,2.570063964,4.134010941,3.727845461,2.545447612,5.459484499
Tuba4a,0.01286056,0.009151901,0.018072093,0.009193156,0.006398563,0.013208296,1.521059698,0.964256378,2.399385327,1.872402851,1.067934514,3.282872114,1.242865865,0.789709169,1.956056254,1.844155962,1.050246691,3.238202261,0.003368024,0.001035283,0.010956997,0.010876564,0.002727786,0.043368372,1.195467313,0.778378859,1.836049476,1.256174768,0.744933909,2.118275228,1.230689807,0.795832639,1.903160698,1.258077117,0.745934481,2.121845917,183.4766613,179.1554135,187.9021381,178.6520014,173.9147514,183.518289,12.98918544,11.53997919,14.62038498,17.76660859,14.00347367,22.54100575
Gabpb1,0.070144579,0.033493642,0.146901368,NA,NA,NA,1.458393779,0.869037724,2.447433933,NA,NA,NA,1.385880906,0.832040797,2.308379462,NA,NA,NA,0.010379398,0.002678754,0.040217169,NA,NA,NA,1.180352139,0.769533004,1.810489172,NA,NA,NA,1.216085953,0.79074078,1.870227366,NA,NA,NA,4.286484728,2.682697901,6.849057179,NA,NA,NA,5.7610461,4.289775632,7.736920301,NA,NA,NA
Trappc9,0.019664367,0.002005071,0.192854685,0.027044225,0.008463134,0.086420715,1.317627015,0.784336568,2.213515244,1.665212142,0.749001305,3.702171756,1.32261325,0.785599559,2.226714348,1.545010593,0.708557313,3.368898588,0.003755732,0.000576988,0.024446816,0.001432279,0.000331193,0.006194036,1.208153066,0.784606992,1.860337528,1.219135715,0.727121199,2.044077236,1.211347146,0.786186369,1.866430105,1.258110797,0.746517375,2.120302662,0.680854769,0.160853901,2.881889798,1.241141913,0.901156107,1.709396668,0.862422175,0.311277377,2.389418773,0.59222653,0.354512821,0.989335906
Rnf20,0.006917559,0.001951159,0.024525226,0.017124066,0.005617719,0.052197992,1.313898452,0.782038611,2.207473031,1.596409707,0.713171709,3.573506803,1.283219365,0.768616027,2.14235962,1.515964058,0.698416669,3.29050999,0.000538313,0.000205814,0.001407972,0.000593585,0.000203237,0.001733658,1.179688329,0.769570153,1.80836607,1.315311983,0.770451917,2.245494593,1.218923316,0.792040933,1.875880385,1.188425157,0.711900245,1.983921713,2.274469666,2.050852473,2.522469232,2.062055796,1.757630827,2.419207743,0.577107394,0.450840366,0.738738074,0.803559082,0.615181209,1.049621135
Rad21,0.015197919,0.006638703,0.03479245,0.012912405,0.007077891,0.023556482,1.282067999,0.773808615,2.124166522,1.20421206,0.595846257,2.433726261,1.392977909,0.831387146,2.333915631,2.750826268,1.297175157,5.833479861,0.006118857,0.003234439,0.011575551,0.000974359,0.00033241,0.002856036,1.189701527,0.781467046,1.811195662,1.291039803,0.766474563,2.174610682,1.212609952,0.794439587,1.850893285,1.207047128,0.722710681,2.015969611,23.15001405,20.70043207,25.88946687,15.18681937,14.11926541,16.33509081,6.654229181,5.0037938,8.849038901,7.304246121,6.598005466,8.08608172
2610101N10Rik,0.015771515,0.007591631,0.032765118,0.015708315,0.007382798,0.033422443,1.240539054,0.753412405,2.042622518,1.338470007,0.644289496,2.780585389,1.384882473,0.831004436,2.307929274,1.753523638,0.817506795,3.761247207,0.001038202,0.000459437,0.002346053,0.000518081,0.000221041,0.00121429,1.22650607,0.800018671,1.880352541,1.252671435,0.750317847,2.091361322,1.21392205,0.79037539,1.864439051,1.196573828,0.720024852,1.988527093,21.74401323,20.04061503,23.59219567,11.2723048,10.06087637,12.62960112,3.383009368,2.477387103,4.619686754,2.644425086,1.808014478,3.867769931
Luc7l2,0.014118292,0.009396806,0.021212118,0.007437318,0.004068736,0.013594811,1.275233961,0.795837661,2.043408768,1.234458046,0.612323481,2.488695462,1.444141266,0.895617258,2.328610774,1.837905729,0.889892394,3.79584935,0.004660165,0.002884131,0.007529872,0.001898131,0.000731322,0.004926555,1.222885459,0.809175426,1.84811451,1.238011331,0.741666952,2.066523324,1.30002642,0.849184951,1.990224499,1.258305781,0.751318648,2.107406016,171.0121317,165.2284748,176.9982397,156.4462289,151.0682205,162.0156937,22.25701498,19.78636629,25.03616422,30.08120407,26.82913634,33.72746804
